customer_id,name,email,purchase_amount
55,Ashley Wallace,ashley.wallace@yahoo.com,553.03
56,Jennifer Moore,jennifer.moore@yahoo.com,629.04
57,Shelly Chavez,shelly.chavez@yahoo.com,601.84
58,Troy Munoz,troy.munoz@yahoo.com,579.92
59,  James Bryant   ,james.bryant@gmail.com,562.95
60,Amy Bell,amy.bell@gmail.com,969.26
61,Barbara Thomas,barbara.thomas@hotmail.com,997.64
62,Alison Jackson,alison.jackson@yahoo.com,804.66
63,Melanie Hill,melanie.hill@hotmail.com,545.11
64,Heather Silva,heather.silva@yahoo.com,776.81
65,Misty Collins,misty.collins@yahoo.com,79.49
66,James Wilkins,james.wilkins@yahoo.com,108.68
67,Cody Ward,cody.ward@yahoo.com,518.43
68,Casey Hawkins,casey.hawkins@gmail.com,530.78
,Ann Beard,ann.beard@gmail.com,793.24
70,Pamela Vargas,pamela.vargas@yahoo.com,849.36
71,Joshua White,joshua.white@yahoo.com,946.98
72,Brian Davis,brian.davis@gmail.com,782.93
73,Roger Ball,roger.ball@yahoo.com,299.46
74,John Martinez,john.martinez@gmail.com,22.5
75,Joshua Allen,joshua.allen@gmail.com,421.15
76,Mark Bell,mark.bell@gmail.com,175.72
77,Lisa,lisa.chan@gmail.com,314.17
78,Darryl Richardson,darryl.richardson@yahoo.com,287.34
,79,Christopher Ferguson,christopher.ferguson@yahoo.com,462.31
80,Edward Brandt,edward.brandt@hotmail.com,778.58
81,Andrew Cox,andrew.cox@hotmail.com,,985.16
82,Renee Jacobs,renee.jacobs@yahoo.com,833.92
83,Vanessa,vanessa.waller@yahoo.com,982.28
84,Fernando Abbott,fernando.abbott@gmail.com,439.33
85,Tracy Campos,tracy.campos@yahoo.com,126.0
86,Charles Miller,charles.miller@hotmail.com,613.31
87,Michael Herrera,michael.herrera@hotmail.com,611.53
88,Vickie Thomas,vickie.thomas@hotmail.com,836.34
89,John Benson,john.benson@yahoo.com,707.61
90,Lori Hernandez,lori.hernandez@gmail.com,582.85
91,Samantha Pittman,samantha.pittman@gmail.com,257.67
92,Gary Hendrix,gary.hendrixyahoo.com,371.15
,93,Christine White,christine.white@gmail.com,105.04
94,William Black,william.black@yahoo.com,542.6
95,Michael Wilson,,903.11
nan,Jonathan Jones,jonathan.jones@gmail.com,219.95
97,Stacy Faulkner,stacy.faulkner@hotmail.com,891.79
,,,
99,Rebecca Wilson,rebecca.wilson@gmail.com,680.3
100,Zachary Hickman,zachary.hickman@gmail.com,865.99
101,Tina Romero,tina.romero@gmail.com,364.88
102,Jeffrey Hogan,jeffrey.hogan@yahoo.com,507.9
103,Alexandria Beard,alexandria.beard@yahoo.com,577.02
104,,Brian Taylor,brian.taylor@gmail.com,276.45
105,  Patricia Johnson   ,patricia.johnson@gmail.com,397.93
106,Michael Riggs,michael.riggs@hotmail.com,ABC123
107,Nicholas May,nicholas.may@gmail.com,784.83
,,,
109,David Durham,david.durham@yahoo.com,752.71
110,Jacob Johnson,jacob.johnson@gmail.com,691.24
111,Terri Wilson,terri.wilson@hotmail.com,270.0
112,Christopher Fernandez,christopher.fernandez@yahoo.com,80.92
113,Jennifer Parker,jennifer.parker@gmail.com,83.77
114,Jacob Gonzalez,jacob.gonzalez@gmail.com,459.31
,,,
116,Jacob Tate,,,799.37
117,Cheryl Hale,cheryl.hale@kid,13.280
,,,
,,,
120,  Alexis Reeves   ,alexis.reeves@hotmail.com,892.02
121,Dr. Natasha Bonilla,dr..natasha@hotmail.com,403.73
122,Mark Hayes,mark.hayes@yahoo.com,718.47
123,Nathan Wilson,nathan.wilson@yahoo.com,748.68
124,Cynthia Gonzalez,cynthia.gonzalez@yahoo.com,585.65
125,Breanna Marshall,breanna.marshall@gmail.com,617.55
,126,Tiffany Glover,tiffany.glover@gmail.com,321.94
127,  Angela Mcclain   ,angela.mcclain@yahoo.com,876.040
128,Jennifer Shea,jennifer.shea@gmail.com,365.04
129,Brittany Daniels,brittany.daniels@hotmail.com,937.58
130,Jesse Williams,jesse.williams@yahoo.com,187.47
131,Lisa Ferguson,lisa.ferguson@hotmail.com,509.1
132,Jason Peterson,jason.peterson@hotmail.com,490.61
133,Mrs. Laurie Vaughn,mrs..laurie@yahoo.com,244.47
134,Jesse Webb,jesse.webb@yahoo.com,650.17
135,Bobby Davidson,bobby.davidson@gmail.com,66.65
136,Nancy Harris,nancy.harris@hotmail.com,923.74
137,Michael Carlson,michael.carlson@hotmail.com,671.65
138,Robert Carr,robert.carr@yahoo.com,588.32
,Michelle Ross,michelle.ross@hotmail.com,149.04
140,Amanda Hernandez,amanda.hernandez@hotmail.com,366.8
141,Kelly Davis,kelly.davis@yahoo.com,842.44
142,Andrew Smith,andrew.smith@hotmail.com,131.35
143,Megan Solomon,megan.solomon@yahoo.com,314.46
144,Priscilla Krause,priscilla.krause@gmail.com,819.33
145,Scott Jones,scott.jones@gmail.com,306.68
146,Stephen Moore,stephen.moore@yahoo.com,641.9
147,Cindy Hawkins,cindy.hawkins@yahoo.com,280.91
148,Zachary Malone,zachary.malone@yahoo.com,506.21
149,Taylor Morris,taylor.morris@hotmail.com,921.97
,150,Tiffany Burton,tiffany.burton@gmail.com,778.89
151,Heather Woods,heather.woods@,694.78
152,Lauren Hammond,lauren.hammond@gmail.com,192.87
153,Danielle Duran,danielle.duran@gmail.com,369.62
154,James Scott,james.scott@gmail.com,771.88
155,Caleb Vasquez,caleb.vasquez@gmail.com,562.07
156,Natasha Velasquez DDS,natasha.velasquez@yahoo.com,906.03
157,Jared Hansen,jared.hansen@yahoo.com,634.81
158,Erin Wilson,erin.wilson@gmail.com,80.5
159,Wanda Odom,wanda.odom@hotmail.com,295.44
160,Kristin Medina,kristin.medina@gmail.com,49.92
161,Peter Stanley,peter.stanley@,19.5
162,Michael Robertson,michael.robertson@yahoo.com,ABC123
163,Maria Mcgee,maria.mcgee@yahoo.com,618.77
164,Kylie Tran,kylie.tran@hotmail.com,639.06
165,Amanda Wyatt,amanda.wyatt@gmail.com,925.310
166,Nancy Murphy,nancy.murphy@yahoo.com,297.19
167,Antonio Harrison,antonio.harrison@yahoo.com,142.87
nan,Michelle Wolfe,michelle.wolfe@hotmail.com,157.26
169,Lori Martinez,lori.martinez@hotmail.com,828.48
170,Jeffrey Romero,jeffrey.romero@hotmail.com,165.11
171,Pam Johnson,pam.johnson@yahoo.com,772.94
nan,Jennifer White,jennifer.whitehotmail.com,403.83
173,Kelly Lee,kelly.lee@gmail.com,580.39
174,Christine Leonard,christine.leonard@gmail.com,340.68
175,Colton Gross,colton.gross@hotmail.com,459.44
176,Patricia Hawkins,patricia.hawkins@yahoo.com,648.08
177,Catherine Bailey,catherine.bailey@yahoo.com,417.74
178,Casey Fisher,,308.27
179,Derek Walker,derek.walker@hotmail.com,814.98
180,Barry West,barry.west@hotmail.com,302.73
181,Timothy Ramos,timothy.ramos@yahoo.com,335.15
182,Patricia Robles,patricia.robles@gmail.com,33.71
183,David May,david.may@,433.43
184,Joseph Baker,,871.23
185,Samantha Parker,samantha.parker@yahoo.com,131.98
186,Nicole Solis,,689.58
,Michael Dickerson,michael.dickerson@yahoo.com,912.08
188,Erica Martin,erica.martin@yahoo.com,573.78
189,Anthony Robinson,anthony.robinson@hotmail.com,329.4
190,Samuel Williams,samuel.williamshotmail.com,32.72
191,Robert Cox,robert.cox@,866.56
192,Christopher Luna,christopher.luna@hotmail.com,727.38
193,Robert Meza,robert.meza@hotmail.com,891.7
194,Brenda Keith,brenda.keith@hotmail.com,511.62
195,Melissa Boyd,melissa.boyd@yahoo.com,805.39
nan,Jessica Frazier,jessica.frazier@hotmail.com,979.82
197,Timothy Adams,timothy.adams@hotmail.com,618.9
198,William Murphy,william.murphy@yahoo.com,370.2
199,,Belinda Hendrix,belinda.hendrix@hotmail.com,805.87
200,Abigail Mejia,abigail.mejia@yahoo.com,418.78
-59,Amber Kelly,amber.kelly@yahoo.com,715.53
202,Lisa Mills,lisa.mills@hotmail.com,798.68
203,Adam Wright Jr.,adam.wright@hotmail.com,759.67
204,William Hutchinson,william.hutchinson@hotmail.com,889.86
205,Michael Wilson,michael.wilson@hotmail.com,221.48
,,,
207,Lori Blair,lori.blair@hotmail.com,335.82
208,Dawn Montoya,dawn.montoya@hotmail.com,775.79
209,Michael White,michael.white@gmail.com,485.3
210,Debra Pearson,debra.pearson@gmail.com,62.17
211,George Harvey,george.harvey@gmail.com,896.62
212,Ashley Kaiser,ashley.kaiser@yahoo.com,565.27
,213,Beth Ramirez,beth.ramirez@hotmail.com,663.45
214,Jeffery Farmer,jeffery.farmer@yahoo.com,153.86
215,Billy Williams,billy.williams@hotmail.com,122.05
nan,Nancy Padilla,nancy.padilla@hotmail.com,130.25
217,Heather Long,heather.long@gmail.com,509.75
218,Dana Hamilton,dana.hamilton@gmail.com,304.44
37,Nicole Hall,nicole.hall@hotmail.com,498.67
220,Sarah Robles,sarah.robles@hotmail.com,18.49
221,Melissa Smith,melissa.smith@gmail.com,831.64
222,Derek West,derek.west@hotmail.com,754.0
223,Adrian Ryan,adrian.ryan@yahoo.com,35.58
224,Megan Elliott,,568.86
225,Raymond Nguyen,raymond.nguyen@yahoo.com,739.11
226,Justin Hughes,justin.hughes@yahoo.com,549.39
227,Kyle Baker,kyle.baker@hotmail.com,916.34
228,Kimberly Strickland,kimberly.strickland@yahoo.com,464.62
229,Kevin Graham,kevin.graham@yahoo.com,528.27
230,Melody Bonilla,melody.bonilla@yahoo.com,714.57
231,Jennifer Smith,jennifer.smith@gmail.com,262.4
232,Patty Walker,patty.walkerhotmail.com,204.63
233,Maria Henderson,maria.henderson@yahoo.com,572.97
234,Melanie Mays,melanie.mays@hotmail.com,387.95
235,Clifford Flowers,clifford.flowers@yahoo.com,805.68
236,Billy Butler,billy.butler@hotmail.com,165.88
237,Ryan Salazar,ryan.salazar@yahoo.com,852.92
10,Bryan Mays DDS,,141.67
,,,
240,Christopher Malone,christopher.malone@gmail.com,653.43
241,Aaron Johnson,aaron.johnson@hotmail.com,781.39
242,John Browning,john.browning@hotmail.com,618.48
243,Daryl Hampton,daryl.hampton@gmail.com,635.42
244,Shelley Carr,shelley.carr@yahoo.com,159.54
,,,
246,John Wilkerson,,784.56
247,Jonathan Moore,jonathan.moore@yahoo.com,623.32
248,John Craig,john.craig@hotmail.com,59.39
249,Darius Williams,darius.williams@yahoo.com,212.91
250,Kelsey Robinson PhD,kelsey.robinson@hotmail.com,873.4
251,James Foster,,119.91
252,Madison Gregory,madison.gregory@hotmail.com,591.79
253,James Hurley,james.hurley@hotmail.com,10.37
254,Jacob Flores,jacob.flores@hotmail.com,855.26
255,Ruben Farrell DDS,ruben.farrell@gmail.com,422.97
256,Susan Daniels,susan.daniels@hotmail.com,395.56
257,Lisa Armstrong,lisa.armstrong@gmail.com,73.72
258,Tiffany Thomas,tiffany.thomasyahoo.com,66.62
259,Shane Norton,shane.norton@yahoo.com,819.5
260,Jaime Brown,jaime.brown@hotmail.com,724.0
261,Brandy Clark,brandy.clark@,256.85
262,Wanda Greer,,356.81
,,,
264,,Mary Thompson,mary.thompson@yahoo.com,ABC123
265,Stephanie Anderson,stephanie.anderson@gmail.com,674.94
266,Karla Briggs,karla.briggs@hotmail.com,895.81
267,Edward Little,edward.little@hotmail.com,833.15
268,Dr. Paul Lopez,dr..paul@gmail.com,128.18
269,Scott Martin,scott.martin@gmail.com,995.07
270,Melissa Clark,melissa.clark@gmail.com,181.85
271,Amber Williams,amber.williams@yahoo.com,832.290
272,Cheryl Jennings,cheryl.jennings@gmail.com,123.520
273,Wanda Chen,wanda.chen@yahoo.com,876.41
274,Nicole Sullivan,nicole.sullivan@gmail.com,47.24
nan,Dennis Parks,dennis.parks@yahoo.com,524.95
,Jill Woods,jill.woods@gmail.com,994.81
277,Alex Miller,alex.miller@hotmail.com,392.75
278,Andrea Mccarty,andrea.mccarty@hotmail.com,503.21
279,Richard Nguyen,richard.nguyen@hotmail.com,,501.5
280,Laurie Gonzalez,laurie.gonzalez@gmail.com,885.47
281,Luis Young,,405.39
282,Laurie Rodriguez,laurie.rodriguez@gmail.com,570.45
283,Mary Yoder,mary.yoder@hotmail.com,840.59
284,Lance Lloyd,lance.lloyd@yahoo.com,135.12
nan,Nancy Berry,nancy.berry@gmail.com,226.49
286,Robert Smith,robert.smith@gmail.com,314.54
287,Christy Mitchell,,christy.mitchell@yahoo.com,549.12
288,Troy Powers,troy.powers@hotmail.com,877.07
289,Andrea Fry,andrea.fry@yahoo.com,644.18
51,Nicole Cantrell,nicole.cantrell@hotmail.com,699.27
291,Michele Molina,michele.molina@yahoo.com,25.26
292,Jenna Murray,jenna.murray@hotmail.com,337.44
293,Matthew Hall,matthew.hall@hotmail.com,720.53
294,Charles Patrick,charles.patrick@hotmail.com,689.08
295,Connie Lynch,connie.lynch@gmail.com,518.85
-586,Cindy Soto,cindy.soto@hotmail.com,378.89
297,William Hardy,william.hardy@gmail.com,490.17
298,Keith Stewart,keith.stewart@hotmail.com,982.36
299,Linda Keith,linda.keith@gmail.com,634.33
300,Erin Rowland,erin.rowland@yahoo.com,613.540
301,Robert Ochoa,robert.ochoa@gmail.com,837.8
302,William Davis,william.davis@yahoo.com,127.69
303,Brenda Quinn,,977.94
304,Amy West,amy.west@yahoo.com,611.35
,,,
306,Leslie Anderson,,424.53
307,Ashley Winters,ashley.winters@gmail.com,782.42
308,  James White   ,james.white@gmail.com,805.07
309,James Hurst,james.hurst@hotmail.com,365.93
310,Elizabeth Cain,elizabeth.cain@yahoo.com,117.3
311,,Roy Torres,roy.torres@gmail.com,569.5
312,Anthony Moore,anthony.moore@hotmail.com,481.42
313,Ryan Gonzales,ryan.gonzales@gmail.com,682.4
314,Francisco Farley,francisco.farley@hotmail.com,638.67
315,Ryan Mcbride,ryan.mcbride@yahoo.com,496.18
316,Cody Mcguire,cody.mcguire@yahoo.com,441.53
317,Jon Miller,,709.87
318,Troy Robinson,troy.robinson@yahoo.com,295.84
319,Alexis Robertson,alexis.robertson@gmail.com,823.67
320,Stephen Ramsey,stephen.ramsey@yahoo.com,618.44
321,crystal payne,crystal.payne@gmail.com,833.31
322,Virginia Green,virginia.green@gmail.com,575.92
323,Andre Tapia,andre.tapia@yahoo.com,675.36
324,Tammy Sanders,tammy.sanders@gmail.com,820.29
325,Jennifer Rodriguez,jennifer.rodriguezgmail.com,552.82
326,Jody Alexander,jody.alexander@gmail.com,219.85
327,Robert Price,robert.price@hotmail.com,997.33
328,James Rangel,james.rangel@gmail.com,284.05
329,Michelle Schneider,michelle.schneider@yahoo.com,963.030
330,Sarah Hull,sarah.hull@hotmail.com,787.6
331,Riley Alvarez,riley.alvarez@gmail.com,542.24
332,Jeffrey Gonzalez,jeffrey.gonzalez@yahoo.com,137.22
333,Matthew Baker,matthew.baker@yahoo.com,16.22
334,Sabrina Torres,sabrina.torres@hotmail.com,965.6
335,Alexandra Booth,alexandra.booth@hotmail.com,604.93
336,Emma Phillips,emma.phillips@gmail.com,226.17
337,Roy Graham,roy.graham@hotmail.com,965.91
338,Megan Lowe,megan.lowe@yahoo.com,957.0
339,Mr. Benjamin Ruiz IV,mr..benjamin@hotmail.com,414.73
340,Briana Smith,briana.smith@hotmail.com,538.78
341,Benjamin Hawkins,benjamin.hawkins@yahoo.com,941.85
342,Jamie Griffin,jamie.griffin@hotmail.com,212.14
343,Richard Bennett DVM,richard.bennett@hotmail.com,-496.78
344,Laura Walsh,laura.walsh@yahoo.com,919.76
345,Joel Murray,,joel.murray@hotmail.com,897.28
346,Mr. Michael Harris,mr..michael@gmail.com,873.48
347,April Russell,april.russell@yahoo.com,586.96
,,,
349,Kimberly Webb,,100.24
350,Brian Johnson,brian.johnson@hotmail.com,724.74
351,Kimberly Hensley,kimberly.hensley@hotmail.com,981.04
352,Nicole Waters,nicole.waters@hotmail.com,580.33
353,Shane Hudson,shane.hudson@gmail.com,244.73
354,Christopher Espinoza,christopher.espinoza@yahoo.com,572.32
355,Brent Bennett,brent.bennett@gmail.com,182.38
356,Derrick Mejia,derrick.mejia@yahoo.com,924.5
357,Christopher Carroll,christopher.carroll@yahoo.com,906.64
358,Andrea Shah DVM,andrea.shah@hotmail.com,800.53
359,brenda reeves,brenda.reeves@yahoo.com,950.63
360,Michelle Kelley,michelle.kelley@yahoo.com,821.34
361,Elizabeth Simpson,elizabeth.simpson@gmail.com,311.29
,,,
363,  Monica Leach   ,monica.leach@yahoo.com,166.39
364,Philip Moore,philip.moore@hotmail.com,569.52
365,,Robert Richards,robert.richards@gmail.com,326.89
366,Joseph Brown,joseph.brown@hotmail.com,758.73
367,Brittany Vasquez,brittany.vasquez@gmail.com,-673.67
368,Darrell Hudson,darrell.hudson@yahoo.com,12.83
369,Mr. Billy Duncan MD,mr..billy@hotmail.com,956.64
,,,
371,Brittany Harper,brittany.harper@hotmail.com,779.35
372,Joseph Brown,joseph.brown@gmail.com,ABC123
373,Natalie Stephens,natalie.stephens@gmail.com,126.09
374,Harold Mason,harold.mason@hotmail.com,934.49
375,Dennis Jones,dennis.jones@hotmail.com,30.05
376,Linda Leon,linda.leon@gmail.com,827.6
377,Tanya Cruz DVM,tanya.cruz@yahoo.com,436.05
378,Jack Brown,jack.brown@yahoo.com,194.6
379,Emily Curtis,emily.curtis@gmail.com,285.76
380,Devon Ray,devon.ray@gmail.com,25.74
,,,
382,,Mr. John Huber,mr..john@hotmail.com,ABC123
383,Mackenzie Walsh,mackenzie.walsh@hotmail.com,114.26
384,Michael Barron,michael.barron@yahoo.com,912.56
385,Angela Mccarthy,angela.mccarthy@gmail.com,503.13
386,Valerie Long,valerie.long@hotmail.com,141.39
387,Emily Mccarty,emily.mccarty@hotmail.com,485.02
388,Christian Smith,christian.smith@yahoo.com,267.96
389,Anthony Morales,anthony.morales@hotmail.com,472.59
390,Jonathan Gregory,jonathan.gregory@hotmail.com,296.46
391,Brianna Ayala,brianna.ayala@,313.29
392,Jessica Graves,jessica.graves@yahoo.com,848.41
393,Sherry Anderson,sherry.anderson@gmail.com,263.55
394,Steven Clark,steven.clark@hotmail.com,737.93
395,Emily Schmidt,,emily.schmidt@yahoo.com,92.66
396,Michael Lewis,michael.lewis@hotmail.com,819.35
397,Brian Foster,brian.foster@gmail.com,315.9
398,Jonathan Davila,jonathan.davila@hotmail.com,315.5
399,Karen Park,karen.park@hotmail.com,660.92
400,Aaron Cox,aaron.cox@hotmail.com,543.61
401,Kimberly Bates,kimberly.bates@hotmail.com,971.26
402,Tiffany Powers,tiffany.powers@yahoo.com,633.02
403,Joseph Craig,joseph.craig@hotmail.com,618.41
404,Douglas Johnson,douglas.johnson@gmail.com,290.70
405,Rose Cain,rose.cain@hotmail.com,608.13
406,Cory Patel,cory.patel@gmail.com,948.11
407,Devin Lee,devin.lee@yahoo.com,ABC123
408,Richard,richard.ellis@hotmail.com,697.33
409,Carmen White,carmen.white@gmail.com,356.74
410,Jim Coleman,jim.coleman@hotmail.com,896.48
411,Maria Nguyen,maria.nguyen@hotmail.com,285.1
412,Jessica Woods,jessica.woods@yahoo.com,537.86
413,Laura Love,laura.love@gmail.com,957.0
414,Brooke Gomez,brooke.gomez@gmail.com,555.49
415,Michael Bryant,michael.bryant@gmail.com,772.53
416,Nathan Osborne,nathan.osborne@gmail.com,244.93
,,,
,,,,
419,Michele,michele.henson@gmail.com,321.34
420,Nicole Pierce,nicole.pierce@yahoo.com,153.77
421,Emily Cox,emily.cox@yahoo.com,309.22
,Nicholas Carrillo,nicholas.carrillo@gmail.com,691.07
423,Kimberly Johnson,kimberly.johnson@gmail.com,224.67
424,Nancy Jacobs,nancy.jacobs@yahoo.com,972.76
425,Blake Davis,blake.davis@yahoo.com,410.92
426,  Susan Washington   ,susan.washington@hotmail.com,715.14
nan,John Johnson,john.johnson@gmail.com,363.39
428,Phillip Quinn,phillip.quinn@yahoo.com,661.38
429,Mario Burns,mario.burns@hotmail.com,306.87
430,Jerome Miller,,482.66
431,Tanya Miller,tanya.miller@gmail.com,736.65
432,Thomas Garcia,thomas.garcia@gmail.com,846.36
433,Carlos Christian,carlos.christian@yahoo.com,608.25
434,Brandon Stuart,brandon.stuart@yahoo.com,602.84
435,Carol Stone,carol.stone@gmail.com,347.0
436,Thomas George,thomas.george@gmail.com,287.6
437,Taylor Bradshaw,taylor.bradshaw@yahoo.com,13.07
438,Amanda Hernandez,amanda.hernandez@hotmail.com,368.12
439,John Garcia,john.garcia@yahoo.com,569.09
,,,
441,Bridget Young,bridget.young@gmail.com,345.59
442,Troy Ortiz,troy.ortiz@gmail.com,178.17
443,Sheila Gonzales,sheila.gonzales@yahoo.com,442.19
,,,
445,Phillip Deleon,phillip.deleon@gmail.com,438.35
446,Lauren Kane,lauren.kane@gmail.com,721.77
447,  Michelle Dennis   ,michelle.dennis@gmail.com,615.97
448,Mrs. Melody Peterson,mrs..melody@gmail.com,342.73
449,Emily Snyder,emily.snyder@yahoo.com,399.94
450,Lawrence Kelly,lawrence.kelly@gmail.com,ABC123
451,Jennifer Taylor,jennifer.taylor@yahoo.com,612.17
452,Bryan Kidd,bryan.kidd@hotmail.com,694.42
453,Carolyn Parsons,carolyn.parsons@gmail.com,488.38
454,Raymond Shea,raymond.shea@yahoo.com,808.64
455,Dylan Brown,dylan.brown@yahoo.com,201.43
456,Jennifer Carter,jennifer.carter@gmail.com,360.34
457,Heather Graham,heather.graham@hotmail.com,345.75
458,Todd,todd.ball@yahoo.com,834.27
459,Jeremy Martin,jeremy.martin@hotmail.com,779.92
460,Amanda Reese,amanda.reese@hotmail.com,81.97
461,Ricky Martinez,ricky.martinez@hotmail.com,721.68
462,Teresa Dunlap,teresa.dunlap@hotmail.com,82.61
463,Kelly Wright,kelly.wright@hotmail.com,928.12
-130,Jennifer Brown,jennifer.brown@gmail.com,26.52
465,Mark Powell,mark.powell@gmail.com,464.64
466,Jessica Davila,jessica.davila@yahoo.com,214.86
467,James Evans,james.evans@yahoo.com,579.91
468,Mr. Jerry Franklin II,mr..jerry@hotmail.com,634.6
469,April Harris,april.harris@yahoo.com,53.8
470,Jacqueline Davis,jacqueline.davis@yahoo.com,217.64
471,Russell Webster,russell.webster@hotmail.com,313.9
472,Jordan Mckinney,,681.32
473,Andrea Campbell,andrea.campbell@yahoo.com,938.04
474,Heather Thompson,heather.thompsongmail.com,337.78
475,Dr. Erin Walker DDS,dr..erin@hotmail.com,255.38
476,Mackenzie King,mackenzie.king@gmail.com,663.37
477,Anthony Cervantes,anthony.cervantes@yahoo.com,357.04
478,Gail Fernandez,gail.fernandez@yahoo.com,913.53
479,Tony Shaffer,tony.shaffer@gmail.com,204.08
480,Christopher Hill,christopher.hill@hotmail.com,618.36
481,Katie Hudson,katie.hudson@hotmail.com,-860.9
,,,
483,Adriana Roberts,adriana.roberts@gmail.com,18.15
484,William Miranda,william.miranda@yahoo.com,911.07
485,Kimberly Garza,kimberly.garza@hotmail.com,437.41
486,Gregory Francis,gregory.francis@gmail.com,543.37
487,Angela Mckay,angela.mckay@gmail.com,722.85
162,Travis Mcguire,travis.mcguire@yahoo.com,246.27
489,Madison Sims,madison.sims@gmail.com,82.38
490,kimberly kane,kimberly.kane@gmail.com,125.55
491,Sandra Cruz,sandra.cruz@yahoo.com,955.54
492,Kevin Morton,kevin.morton@hotmail.com,961.44
493,Becky Vasquez,becky.vasquez@yahoo.com,866.05
494,Ashley Gray,ashley.gray@yahoo.com,112.17
495,Cathy Bryant,cathy.bryant@yahoo.com,879.47
496,Virginia Olson,virginia.olson@hotmail.com,73.99
497,Laurie Stewart,laurie.stewart@gmail.com,,981.49
498,Vernon Jimenez,vernon.jimenez@hotmail.com,221.06
499,Donald Crawford,donald.crawford@gmail.com,986.92
500,Jessica Smith,jessica.smith@hotmail.com,854.54
501,Charles Johns,charles.johns@yahoo.com,287.84
,,,
,,,
,,,
505,Desiree Jimenez,desiree.jimenez@yahoo.com,653.26
506,Nathan Townsend,nathan.townsend@gmail.com,306.48
507,Jason Stephenson,jason.stephenson@yahoo.com,355.0
508,Daniel Conway,daniel.conway@yahoo.com,644.06
509,Sharon Brown,sharon.brown@,492.94
,510,Alexis Cameron,alexis.cameron@yahoo.com,17.58
511,Paul Beard,paul.beard@gmail.com,990.3
512,Marisa Bradford,marisa.bradford@yahoo.com,429.09
513,Wendy Peterson,wendy.peterson@gmail.com,924.24
514,Shawn Davis,shawn.davis@hotmail.com,206.98
515,Mark Olsen,mark.olsen@yahoo.com,411.730
516,Philip Anderson,philip.anderson@hotmail.com,394.74
517,Kevin Carr,kevin.carr@gmail.com,489.8
518,Deanna Marshall,deanna.marshall@gmail.com,897.58
519,Christine Johnson,christine.johnson@hotmail.com,157.24
520,Shane Herrera,shane.herrera@yahoo.com,615.23
521,Lauren Moss,lauren.moss@yahoo.com,569.36
522,Joseph Smith,joseph.smith@hotmail.com,346.35
523,Jasmine Roberts,jasmine.roberts@gmail.com,553.13
524,Lisa Wade,lisa.wade@yahoo.com,647.13
525,Michael Garrison,michael.garrison@hotmail.com,363.23
